Area,Period,SOC,Occupation Title,Base Year,Projected Year,Change,Percent,Total Annual Openings,Growth Annual Openings,Replacement Annual Openings
3,2012-2022,' 39-6011,Baggage Porters and Bellhops,80,90,10,12.5%,0,0,0
3,2012-2022,' 39-7000,Tour and Travel Guides,140,150,10,7.1%,10,0,10
3,2012-2022,' 39-7011,Tour Guides and Escorts,140,150,10,7.1%,10,0,10
3,2012-2022,' 39-9000,Other Personal Care and Service Workers,17200,19960,2760,16%,610,280,330
3,2012-2022,' 39-9011,Childcare Workers,7440,8260,820,11%,300,80,220
3,2012-2022,' 39-9021,Personal Care Aides,5740,7150,1410,24.6%,180,140,40
3,2012-2022,' 39-9031,Fitness Trainers and Aerobics Instructors,1460,1640,180,12.3%,40,20,20
3,2012-2022,' 39-9032,Recreation Workers,1670,1870,200,12%,40,20,20
3,2012-2022,' 39-9041,Residential Advisors,630,730,100,15.9%,40,10,30
3,2012-2022,' 39-9099,"Personal Care and Service Workers, All Other",280,310,30,10.7%,10,0,10
3,2012-2022,' 41-0000,Sales and Related Occupations,58220,59840,1620,2.8%,1960,190,1770
3,2012-2022,' 41-1000,Supervisors of Sales Workers,5860,5950,90,1.5%,130,10,120
3,2012-2022,' 41-1011,First-Line Supervisors of Retail Sales Workers,4750,4840,90,1.9%,110,10,100
3,2012-2022,' 41-1012,First-Line Supervisors of Non-Retail Sales Workers,1110,1100,-10,-0.9%,10,0,10
3,2012-2022,' 41-2000,Retail Sales Workers,34790,35620,830,2.4%,1380,90,1290
3,2012-2022,' 41-2011,Cashiers,13270,13170,-100,-0.8%,570,0,570
3,2012-2022,' 41-2021,Counter and Rental Clerks,1400,1480,80,5.7%,50,10,40
3,2012-2022,' 41-2031,Retail Salespersons,19070,19870,800,4.2%,730,80,650
3,2012-2022,' 41-3000,"Sales Representatives, Services",5230,5440,210,4%,160,30,130
3,2012-2022,' 41-3011,Advertising Sales Agents,630,570,-60,-9.5%,20,0,20
3,2012-2022,' 41-3021,Insurance Sales Agents,1300,1360,60,4.6%,40,10,30
3,2012-2022,' 41-3031,"Securities, Commodities, and Financial Services Sales Agents",860,820,-40,-4.7%,20,0,20
3,2012-2022,' 41-3041,Travel Agents,200,180,-20,-10%,0,0,0
3,2012-2022,' 41-3099,"Sales Representatives, Services, All Other",2250,2500,250,11.1%,90,30,60
3,2012-2022,' 41-4000,"Sales Representatives, Wholesale and Manufacturing",7660,7930,270,3.5%,180,30,150
3,2012-2022,' 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1260,1270,10,0.8%,20,0,20
3,2012-2022,' 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",6400,6660,260,4.1%,160,30,130
3,2012-2022,' 41-9000,Other Sales and Related Workers,4680,4900,220,4.7%,110,30,80
3,2012-2022,' 41-9011,Demonstrators and Product Promoters,210,220,10,4.8%,10,0,10
3,2012-2022,' 41-9021,Real Estate Brokers,460,480,20,4.3%,0,0,0
3,2012-2022,' 41-9022,Real Estate Sales Agents,1170,1250,80,6.8%,20,10,10
3,2012-2022,' 41-9031,Sales Engineers,360,370,10,2.8%,10,0,10
3,2012-2022,' 41-9041,Telemarketers,1600,1700,100,6.3%,40,10,30
3,2012-2022,' 41-9099,"Sales and Related Workers, All Other",490,560,70,14.3%,20,10,10
3,2012-2022,' 43-0000,Office and Administrative Support Occupations,96150,99550,3400,3.5%,2650,590,2060
3,2012-2022,' 43-1000,Supervisors of Office and Administrative Support Workers,6560,7160,600,9.1%,220,60,160
3,2012-2022,' 43-1011,First-Line Supervisors of Office and Administrative Support Workers,6560,7160,600,9.1%,220,60,160
3,2012-2022,' 43-2000,Communications Equipment Operators,710,620,-90,-12.7%,10,0,10
3,2012-2022,' 43-2011,"Switchboard Operators, Including Answering Service",630,540,-90,-14.3%,10,0,10
3,2012-2022,' 43-3000,Financial Clerks,15070,16470,1400,9.3%,450,150,300
3,2012-2022,' 43-3011,Bill and Account Collectors,2390,2830,440,18.4%,110,40,70
3,2012-2022,' 43-3021,Billing and Posting Clerks,1840,2100,260,14.1%,60,30,30
3,2012-2022,' 43-3031,"Bookkeeping, Accounting, and Auditing Clerks",7640,8310,670,8.8%,140,70,70
3,2012-2022,' 43-3051,Payroll and Timekeeping Clerks,780,850,70,9%,30,10,20
3,2012-2022,' 43-3071,Tellers,1930,1860,-70,-3.6%,90,0,90
3,2012-2022,' 43-4000,Information and Record Clerks,22210,23560,1350,6.1%,740,160,580
3,2012-2022,' 43-4011,Brokerage Clerks,150,130,-20,-13.3%,0,0,0
3,2012-2022,' 43-4031,"Court, Municipal, and License Clerks",500,530,30,6%,10,0,10
3,2012-2022,' 43-4051,Customer Service Representatives,10810,11930,1120,10.4%,400,110,290
3,2012-2022,' 43-4061,"Eligibility Interviewers, Government Programs",750,750,0,0%,20,0,20
3,2012-2022,' 43-4071,File Clerks,630,600,-30,-4.8%,10,0,10
3,2012-2022,' 43-4081,"Hotel, Motel, and Resort Desk Clerks",680,800,120,17.6%,40,10,30
3,2012-2022,' 43-4111,"Interviewers, Except Eligibility and Loan",1170,1170,0,0%,20,0,20
3,2012-2022,' 43-4121,"Library Assistants, Clerical",590,590,0,0%,30,0,30
3,2012-2022,' 43-4131,Loan Interviewers and Clerks,550,540,-10,-1.8%,0,0,0
3,2012-2022,' 43-4141,New Accounts Clerks,230,190,-40,-17.4%,10,0,10
3,2012-2022,' 43-4151,Order Clerks,540,490,-50,-9.3%,10,0,10
3,2012-2022,' 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",560,550,-10,-1.8%,10,0,10
3,2012-2022,' 43-4171,Receptionists and Information Clerks,4450,4730,280,6.3%,150,30,120
3,2012-2022,' 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,200,170,-30,-15%,0,0,0
3,2012-2022,' 43-4199,"Information and Record Clerks, All Other",310,290,-20,-6.5%,10,0,10
3,2012-2022,' 43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",17550,16750,-800,-4.6%,530,40,490
3,2012-2022,' 43-5021,Couriers and Messengers,480,410,-70,-14.6%,10,0,10
3,2012-2022,' 43-5031,"Police, Fire, and Ambulance Dispatchers",430,440,10,2.3%,10,0,10
3,2012-2022,' 43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1380,1570,190,13.8%,60,20,40
3,2012-2022,' 43-5051,Postal Service Clerks,290,190,-100,-34.5%,0,0,0
3,2012-2022,' 43-5052,Postal Service Mail Carriers,1290,930,-360,-27.9%,50,0,50
3,2012-2022,' 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",590,410,-180,-30.5%,0,0,0
3,2012-2022,' 43-5061,"Production, Planning, and Expediting Clerks",1800,1930,130,7.2%,60,10,50
3,2012-2022,' 43-5071,"Shipping, Receiving, and Traffic Clerks",2720,2720,0,0%,70,0,70
3,2012-2022,' 43-5081,Stock Clerks and Order Fillers,8140,7680,-460,-5.7%,250,0,250
3,2012-2022,' 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",240,270,30,12.5%,10,0,10
3,2012-2022,' 43-6000,Secretaries and Administrative Assistants,17780,19170,1390,7.8%,370,160,210
3,2012-2022,' 43-6011,Executive Secretaries and Executive Administrative Assistants,2520,2400,-120,-4.8%,30,0,30
3,2012-2022,' 43-6012,Legal Secretaries,550,520,-30,-5.5%,10,0,10
3,2012-2022,' 43-6013,Medical Secretaries,1200,1550,350,29.2%,40,30,10
3,2012-2022,' 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",13500,14710,1210,9%,280,120,160
3,2012-2022,' 43-9000,Other Office and Administrative Support Workers,16280,15820,-460,-2.8%,350,30,320
3,2012-2022,' 43-9011,Computer Operators,410,340,-70,-17.1%,0,0,0
3,2012-2022,' 43-9021,Data Entry Keyers,1170,890,-280,-23.9%,10,0,10
3,2012-2022,' 43-9022,Word Processors and Typists,1340,970,-370,-27.6%,10,0,10
3,2012-2022,' 43-9031,Desktop Publishers,100,100,0,0%,0,0,0
3,2012-2022,' 43-9041,Insurance Claims and Policy Processing Clerks,290,300,10,3.4%,10,0,10
3,2012-2022,' 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",260,230,-30,-11.5%,10,0,10
3,2012-2022,' 43-9061,"Office Clerks, General",11110,11370,260,2.3%,260,30,230
3,2012-2022,' 43-9071,"Office Machine Operators, Except Computer",350,320,-30,-8.6%,10,0,10
3,2012-2022,' 43-9199,"Office and Administrative Support Workers, All Other",1190,1260,70,5.9%,40,10,30
3,2012-2022,' 45-0000,"Farming, Fishing, and Forestry Occupations",5170,5500,330,6.4%,190,40,150
3,2012-2022,' 45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",60,60,0,0%,0,0,0
3,2012-2022,' 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60,60,0,0%,0,0,0
3,2012-2022,' 45-2000,Agricultural Workers,4980,5320,340,6.8%,190,40,150
3,2012-2022,' 45-2021,Animal Breeders,80,60,-20,-25%,0,0,0
3,2012-2022,' 45-2041,"Graders and Sorters, Agricultural Products",330,350,20,6.1%,10,0,10
3,2012-2022,' 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3700,3940,240,6.5%,130,20,110
3,2012-2022,' 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",430,490,60,14%,20,10,10
3,2012-2022,' 45-4000,"Forest, Conservation, and Logging Workers",110,100,-10,-9.1%,0,0,0
3,2012-2022,' 47-0000,Construction and Extraction Occupations,21380,23110,1730,8.1%,540,180,360
3,2012-2022,' 47-1000,Supervisors of Construction and Extraction Workers,1720,1860,140,8.1%,30,10,20
3,2012-2022,' 47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,1720,1860,140,8.1%,30,10,20
3,2012-2022,' 47-2000,Construction Trades Workers,15530,16850,1320,8.5%,390,130,260
3,2012-2022,' 47-2021,Brickmasons and Blockmasons,500,590,90,18%,20,10,10
3,2012-2022,' 47-2031,Carpenters,3430,3770,340,9.9%,70,30,40
3,2012-2022,' 47-2041,Carpet Installers,90,100,10,11.1%,0,0,0
3,2012-2022,' 47-2051,Cement Masons and Concrete Finishers,100,110,10,10%,0,0,0
3,2012-2022,' 47-2061,Construction Laborers,3520,3750,230,6.5%,100,20,80
3,2012-2022,' 47-2073,Operating Engineers and Other Construction Equipment Operators,1300,1380,80,6.2%,40,10,30
3,2012-2022,' 47-2081,Drywall and Ceiling Tile Installers,460,480,20,4.3%,0,0,0
3,2012-2022,' 47-2082,Tapers,110,120,10,9.1%,0,0,0
3,2012-2022,' 47-2111,Electricians,1510,1650,140,9.3%,50,20,30
3,2012-2022,' 47-2121,Glaziers,190,210,20,10.5%,0,0,0
3,2012-2022,' 47-2141,"Painters, Construction and Maintenance",1030,1160,130,12.6%,30,10,20
3,2012-2022,' 47-2151,Pipelayers,190,190,0,0%,0,0,0
3,2012-2022,' 47-2152,"Plumbers, Pipefitters, and Steamfitters",1170,1310,140,12%,30,10,20
3,2012-2022,' 47-2181,Roofers,530,530,0,0%,10,0,10
3,2012-2022,' 47-2211,Sheet Metal Workers,590,640,50,8.5%,20,10,10
3,2012-2022,' 47-2221,Structural Iron and Steel Workers,140,150,10,7.1%,10,0,10
3,2012-2022,' 47-3012,Helpers--Carpenters,190,210,20,10.5%,0,0,0
3,2012-2022,' 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",50,60,10,20%,0,0,0
3,2012-2022,' 47-3016,Helpers--Roofers,100,100,0,0%,0,0,0
3,2012-2022,' 47-4000,Other Construction and Related Workers,3360,3560,200,6%,80,20,60
3,2012-2022,' 47-4011,Construction and Building Inspectors,740,780,40,5.4%,20,0,20
3,2012-2022,' 47-4041,Hazardous Materials Removal Workers,390,500,110,28.2%,20,10,10
3,2012-2022,' 47-4051,Highway Maintenance Workers,1960,1960,0,0%,30,0,30
3,2012-2022,' 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,100,130,30,30%,0,0,0
3,2012-2022,' 49-0000,"Installation, Maintenance, and Repair Occupations",23390,24920,1530,6.5%,680,160,520
3,2012-2022,' 49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",1890,1970,80,4.2%,60,10,50
3,2012-2022,' 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1890,1970,80,4.2%,60,10,50
3,2012-2022,' 49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2910,2950,40,1.4%,50,0,50
3,2012-2022,' 49-2011,"Computer, Automated Teller, and Office Machine Repairers",860,860,0,0%,20,0,20
3,2012-2022,' 49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs",50,50,0,0%,0,0,0
3,2012-2022,' 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1330,1340,10,0.8%,20,0,20
3,2012-2022,' 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",220,230,10,4.5%,0,0,0
3,2012-2022,' 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,120,120,0,0%,0,0,0
3,2012-2022,' 49-2098,Security and Fire Alarm Systems Installers,120,130,10,8.3%,0,0,0
3,2012-2022,' 49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",6300,6710,410,6.5%,200,40,160
3,2012-2022,' 49-3011,Aircraft Mechanics and Service Technicians,60,60,0,0%,0,0,0
3,2012-2022,' 49-3021,Automotive Body and Related Repairers,470,520,50,10.6%,10,0,10
3,2012-2022,' 49-3022,Automotive Glass Installers and Repairers,210,240,30,14.3%,10,0,10
3,2012-2022,' 49-3023,Automotive Service Technicians and Mechanics,3320,3530,210,6.3%,100,20,80
3,2012-2022,' 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,930,1000,70,7.5%,30,10,20
3,2012-2022,' 49-3041,Farm Equipment Mechanics and Service Technicians,120,130,10,8.3%,0,0,0
3,2012-2022,' 49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",420,440,20,4.8%,10,0,10
3,2012-2022,' 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,180,190,10,5.6%,0,0,0
3,2012-2022,' 49-3092,Recreational Vehicle Service Technicians,90,100,10,11.1%,0,0,0
3,2012-2022,' 49-3093,Tire Repairers and Changers,220,240,20,9.1%,10,0,10
3,2012-2022,' 49-9000,"Other Installation, Maintenance, and Repair Occupations",12290,13290,1000,8.1%,370,110,260
3,2012-2022,' 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",70,70,0,0%,0,0,0
3,2012-2022,' 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1170,1310,140,12%,40,10,30
3,2012-2022,' 49-9031,Home Appliance Repairers,300,320,20,6.7%,10,0,10
3,2012-2022,' 49-9041,Industrial Machinery Mechanics,1230,1470,240,19.5%,60,20,40
3,2012-2022,' 49-9043,"Maintenance Workers, Machinery",460,540,80,17.4%,20,10,10
3,2012-2022,' 49-9044,Millwrights,170,190,20,11.8%,0,0,0
3,2012-2022,' 49-9051,Electrical Power-Line Installers and Repairers,150,150,0,0%,10,0,10
3,2012-2022,' 49-9052,Telecommunications Line Installers and Repairers,600,540,-60,-10%,20,0,20
3,2012-2022,' 49-9062,Medical Equipment Repairers,200,250,50,25%,20,10,10
3,2012-2022,' 49-9071,"Maintenance and Repair Workers, General",6290,6770,480,7.6%,170,50,120
3,2012-2022,' 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",370,330,-40,-10.8%,0,0,0
3,2012-2022,' 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",250,270,20,8%,10,0,10
3,2012-2022,' 49-9099,"Installation, Maintenance, and Repair Workers, All Other",740,780,40,5.4%,10,0,10
3,2012-2022,' 51-0000,Production Occupations,42350,42160,-190,-0.4%,980,140,840
3,2012-2022,' 51-1000,Supervisors of Production Workers,2790,2780,-10,-0.4%,40,0,40
3,2012-2022,' 51-1011,First-Line Supervisors of Production and Operating Workers,2790,2780,-10,-0.4%,40,0,40
3,2012-2022,' 51-2000,Assemblers and Fabricators,7800,8040,240,3.1%,160,40,120
3,2012-2022,' 51-2022,Electrical and Electronic Equipment Assemblers,2340,2230,-110,-4.7%,30,0,30
3,2012-2022,' 51-2023,Electromechanical Equipment Assemblers,110,110,0,0%,0,0,0
3,2012-2022,' 51-2041,Structural Metal Fabricators and Fitters,110,110,0,0%,0,0,0
3,2012-2022,' 51-2092,Team Assemblers,3690,3770,80,2.2%,70,10,60
3,2012-2022,' 51-2099,"Assemblers and Fabricators, All Other",1430,1700,270,18.9%,50,30,20
3,2012-2022,' 51-3000,Food Processing Workers,1890,2100,210,11.1%,70,20,50
3,2012-2022,' 51-3011,Bakers,540,590,50,9.3%,10,0,10
3,2012-2022,' 51-3021,Butchers and Meat Cutters,350,350,0,0%,10,0,10
3,2012-2022,' 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",180,200,20,11.1%,0,0,0
3,2012-2022,' 51-3092,Food Batchmakers,350,390,40,11.4%,10,0,10
3,2012-2022,' 51-3093,Food Cooking Machine Operators and Tenders,370,460,90,24.3%,20,10,10
3,2012-2022,' 51-3099,"Food Processing Workers, All Other",60,80,20,33.3%,0,0,0
3,2012-2022,' 51-4000,Metal Workers and Plastic Workers,10560,10250,-310,-2.9%,240,40,200
3,2012-2022,' 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",1100,1220,120,10.9%,40,10,30
3,2012-2022,' 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",250,310,60,24%,20,10,10
3,2012-2022,' 51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",250,230,-20,-8%,10,0,10
3,2012-2022,' 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",60,70,10,16.7%,0,0,0
3,2012-2022,' 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",760,680,-80,-10.5%,10,0,10
3,2012-2022,' 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",550,450,-100,-18.2%,10,0,10
3,2012-2022,' 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",420,350,-70,-16.7%,10,0,10
3,2012-2022,' 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",190,170,-20,-10.5%,0,0,0
3,2012-2022,' 51-4041,Machinists,2450,2580,130,5.3%,70,10,60
3,2012-2022,' 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1230,1060,-170,-13.8%,20,0,20
3,2012-2022,' 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",420,370,-50,-11.9%,10,0,10
3,2012-2022,' 51-4111,Tool and Die Makers,760,730,-30,-3.9%,10,0,10
3,2012-2022,' 51-4121,"Welders, Cutters, Solderers, and Brazers",1000,1010,10,1%,20,0,20
3,2012-2022,' 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",140,170,30,21.4%,0,0,0
3,2012-2022,' 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",200,190,-10,-5%,0,0,0
3,2012-2022,' 51-4194,"Tool Grinders, Filers, and Sharpeners",70,70,0,0%,0,0,0
3,2012-2022,' 51-5100,Printing Workers,1840,1860,20,1.1%,40,0,40
3,2012-2022,' 51-5111,Prepress Technicians and Workers,280,260,-20,-7.1%,10,0,10
3,2012-2022,' 51-5112,Printing Press Operators,1400,1440,40,2.9%,30,0,30
3,2012-2022,' 51-5113,Print Binding and Finishing Workers,160,160,0,0%,0,0,0
3,2012-2022,' 51-6000,"Textile, Apparel, and Furnishings Workers",2270,2270,0,0%,50,10,40
3,2012-2022,' 51-6011,Laundry and Dry-Cleaning Workers,670,710,40,6%,20,0,20
3,2012-2022,' 51-6021,"Pressers, Textile, Garment, and Related Materials",180,180,0,0%,0,0,0
3,2012-2022,' 51-6031,Sewing Machine Operators,770,740,-30,-3.9%,0,0,0
3,2012-2022,' 51-6051,"Sewers, Hand",120,120,0,0%,0,0,0
3,2012-2022,' 51-6093,Upholsterers,80,80,0,0%,0,0,0
3,2012-2022,' 51-7000,Woodworkers,800,860,60,7.5%,20,10,10
3,2012-2022,' 51-7011,Cabinetmakers and Bench Carpenters,520,550,30,5.8%,0,0,0
3,2012-2022,' 51-7021,Furniture Finishers,50,50,0,0%,0,0,0
3,2012-2022,' 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",60,70,10,16.7%,0,0,0
3,2012-2022,' 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",160,180,20,12.5%,0,0,0
3,2012-2022,' 51-8000,Plant and System Operators,820,840,20,2.4%,30,0,30
3,2012-2022,' 51-8013,Power Plant Operators,110,100,-10,-9.1%,0,0,0
3,2012-2022,' 51-8021,Stationary Engineers and Boiler Operators,230,240,10,4.3%,10,0,10
3,2012-2022,' 51-8031,Water and Wastewater Treatment Plant and System Operators,410,410,0,0%,10,0,10
3,2012-2022,' 51-9000,Other Production Occupations,13580,13170,-410,-3%,360,30,330
3,2012-2022,' 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",180,200,20,11.1%,10,0,10
3,2012-2022,' 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",310,280,-30,-9.7%,10,0,10
3,2012-2022,' 51-9022,"Grinding and Polishing Workers, Hand",100,110,10,10%,0,0,0
3,2012-2022,' 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",200,190,-10,-5%,0,0,0
3,2012-2022,' 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",360,360,0,0%,10,0,10
3,2012-2022,' 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",70,70,0,0%,0,0,0
3,2012-2022,' 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2650,2640,-10,-0.4%,60,0,60
3,2012-2022,' 51-9071,Jewelers and Precious Stone and Metal Workers,160,140,-20,-12.5%,0,0,0
3,2012-2022,' 51-9081,Dental Laboratory Technicians,130,130,0,0%,0,0,0
3,2012-2022,' 51-9083,Ophthalmic Laboratory Technicians,570,610,40,7%,20,0,20
3,2012-2022,' 51-9111,Packaging and Filling Machine Operators and Tenders,2280,2330,50,2.2%,60,10,50
3,2012-2022,' 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",450,430,-20,-4.4%,10,0,10
3,2012-2022,' 51-9122,"Painters, Transportation Equipment",70,80,10,14.3%,0,0,0
3,2012-2022,' 51-9123,"Painting, Coating, and Decorating Workers",60,60,0,0%,0,0,0
3,2012-2022,' 51-9151,Photographic Process Workers and Processing Machine Operators,260,250,-10,-3.8%,10,0,10
3,2012-2022,' 51-9191,Adhesive Bonding Machine Operators and Tenders,70,70,0,0%,0,0,0
3,2012-2022,' 51-9194,Etchers and Engravers,70,60,-10,-14.3%,0,0,0
